time,open,close,high,low,volume
1528994340000,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0.001
1528994460000,0.00072,0.00072,0.00072,0.00072,0.03743055
1528996320000,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.00100403
1528998720000,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.00189493
1528999380000,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.01010341
1529001060000,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,0.0007099999999999999,78.36292313999998
1529055660000,0.0007097000000000001,0.0007097000000000001,0.0007097000000000001,0.0007097000000000001,3.1
1529056800000,0.00066,0.00066,0.00066,0.00066,350.59362641
1529057400000,0.0007097000000000001,0.0007097000000000001,0.0007097000000000001,0.0007097000000000001,340.40445896
1529057460000,0.0007098,0.0007098,0.0007098,0.0007098,590.36702841
1529057520000,0.0007098,0.0007098,0.0007098,0.0007098,2290.05477598
1529057760000,0.0007098,0.0007098,0.0007098,0.0007098,192.23320653
1529058480000,0.0007098,0.0007098,0.0007098,0.0007098,465.33558748
1529059080000,0.0007098,0.0007098,0.0007098,0.0007098,499.49570301
1529059320000,0.0007098,0.0007098,0.0007098,0.0007098,2295.0
1529059920000,0.0007098,0.0007098,0.0007098,0.0007098,1153.33854606
1529059980000,0.0007098,0.0007098,0.0007098,0.0007098,2024.17515253
1529082480000,0.00079899,0.000799,0.000799,0.00079899,10.0
1529082540000,0.000799,0.000799,0.000799,0.000799,2.0
1529088300000,0.000799,0.000799,0.000799,0.000799,3.37922403
1529134140000,0.00070701,0.000705,0.00070701,0.000705,218.82253477
1529148720000,0.0007899,0.0007899,0.0007899,0.0007899,86.0
1529212260000,0.0007888999999999999,0.0007888999999999999,0.0007888999999999999,0.0007888999999999999,2.0
1529275440000,0.0007887,0.0007887,0.0007887,0.0007887,8.0
1529339280000,0.00066601,0.000666,0.00066601,0.000666,159.01
1529339340000,0.000666,0.000666,0.000666,0.000666,3.28323895
1529378820000,0.00060003,0.00060003,0.00060003,0.00060003,3.980025
1529590980000,0.00077898,0.00077898,0.00077898,0.00077898,3.0
1529659920000,0.00062,0.00062,0.00062,0.00062,1383.20007053
1529660880000,0.00062,0.00062,0.00062,0.00062,1000.0
1529661300000,0.00063,0.00063,0.00063,0.00063,300.0
1529662380000,0.0006,0.0006,0.0006,0.0006,75.85639987
1529662440000,0.0006,0.0006,0.0006,0.0006,154.64012488
1529662500000,0.0006,0.0006,0.0006,0.0006,143.86678333
1529662980000,0.0006,0.0006,0.0006,0.0006,479.05421975
1529665740000,0.00056842,0.0005614,0.00056842,0.0005614,296.8068
1529668260000,0.00055847,0.0005549999999999999,0.00055847,0.0005549999999999999,382.96701068
1529833380000,0.00059998,0.00059999,0.00059999,0.00059998,165.41502629
1529907300000,0.00072075,0.00072075,0.00072075,0.00072075,10.0710729
1529936460000,0.00063999,0.00063999,0.00063999,0.00063999,7.96818
1530007080000,0.00045,0.00044400000000000006,0.00045,0.00044400000000000006,99.8
1530053700000,0.00044400000000000006,0.00044400000000000006,0.00044400000000000006,0.00044400000000000006,26.0
1530255000000,0.00044400000000000006,0.00044400000000000006,0.00044400000000000006,0.00044400000000000006,0.35473333
1530255060000,0.00040001,0.0004,0.00040001,0.0004,108.0
1530257760000,0.00040001,0.0004,0.00040001,0.0004,44.0
1530259260000,0.00040001,0.00040001,0.00040001,0.00040001,8.0
1530602760000,0.00040004,0.00040004,0.00040004,0.00040004,14.94006
1530700500000,0.00040201,0.00040201,0.00040201,0.00040201,4.99
1530885120000,0.00059998,0.00059998,0.00059998,0.00059998,4.0
1531033980000,0.00040001,0.0004,0.00040001,0.0004,75.33840000000002
1531194000000,0.00040001,0.0004,0.00040001,0.0004,237.4650172
1531199460000,0.00040199999999999996,0.00040002,0.00040199999999999996,0.0004,64.91646867
1531201380000,0.00040004,0.0004,0.00040004,0.0004,168.13770258
1531201440000,0.000333,0.0004,0.0004,0.000333,225.09929742000003
1531404300000,0.00035001,0.00035,0.00035001,0.00035,118.5127
1531429140000,0.00040895,0.00040895,0.00040895,0.00040895,4.0
1531432680000,0.00040896,0.00040896,0.00040896,0.00040896,4.0
1531448520000,0.0003744,0.0003744,0.0003744,0.0003744,4.0
1531448700000,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,4.0
1531455060000,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,4.0
1531462080000,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,0.00035239999999999995,4.0
1531462140000,0.00035504,0.00035768,0.00035768,0.00035504,4.06770001
1531462740000,0.00035768,0.00036296,0.00036296,0.00035768,8.09179277
1531483680000,0.00036296,0.0003656,0.0003656,0.00036296,7.4115103100000015
1531558680000,0.00035331,0.00034219999999999997,0.00035331,0.00034219999999999997,418.0407
1531559520000,0.00034001,0.000333,0.00034001,0.000333,378.98876827
1531560720000,0.00033,0.00033,0.00033,0.00033,50.05005006
1531573140000,0.00032999,0.00032999,0.00032999,0.00032999,6.16294433
1531588440000,0.00032999,0.00032999,0.00032999,0.00032999,31.928390999999998
1531643100000,0.0003261,0.0003261,0.0003261,0.0003261,26.769000000000002
1531676280000,0.00035999,0.00036,0.00036,0.00035999,500.0
1531715040000,0.0003395,0.0003395,0.0003395,0.0003395,4.0
1531717860000,0.00033949,0.00033895,0.00033949,0.00033895,5.49261136
1531724220000,0.00033895,0.00033841,0.00033895,0.00033841,6.5073886399999985
1531725180000,0.00033680000000000006,0.00033680000000000006,0.00033680000000000006,0.00033680000000000006,4.0
1531727400000,0.00033410000000000004,0.00033410000000000004,0.00033410000000000004,0.00033410000000000004,4.0
1531727520000,0.0003314,0.00032599999999999996,0.0003314,0.00032599999999999996,85.11359959999999
1531729500000,0.00033157,0.00033276,0.00033276,0.00033157,4.02385074
1531732440000,0.00033276,0.00033394,0.00033394,0.00033276,7.97614926
1531734180000,0.00033122,0.00033018,0.00033122,0.00033018,4.37671974
1531734300000,0.00033513,0.00033513,0.00033513,0.00033513,4.0
1531735260000,0.00033018,0.00030786,0.00033018,0.00030786,99.8
