time,open,close,high,low,volume
1561401600000,0.00035,0.00035,0.00035,0.00035,100.0
1561445580000,0.0004,0.0004,0.0004,0.0004,2.10084034
1561449360000,0.00040263,0.00040263,0.00040263,0.00040263,7.14285714
1561449420000,0.00040526,0.00041053,0.00041053,0.00040526,51.68067227
1561449480000,0.00041316,0.00042105,0.00042105,0.00041316,139.49579832
1561449540000,0.00042368,0.00043158,0.00043158,0.00042368,220.16806723
1561449600000,0.00043421,0.00043947,0.00043947,0.00043421,218.06722689
1561449660000,0.00044211,0.00044211,0.00044211,0.00044211,8.97916808
1561456380000,0.0004,0.00039397,0.0004,0.00039397,2267.67
1561464600000,0.0004,0.00040471,0.00040471,0.0004,25.0
1561515600000,0.0004,0.00039146,0.0004,0.00039146,399.73011364
1561521120000,0.00039146,0.00037136,0.00039146,0.00037136,4511.415
1561524240000,0.00037136,0.00034263,0.00037136,0.00034263,13820.54927012
1561585200000,0.00034263,0.00034263,0.00034263,0.00034263,29.656101334000002
1562049960000,0.00034264,0.00037,0.00037,0.00034264,4550.43134966
1562050020000,0.00037083,0.00038684,0.00038684,0.00037083,7259.48926784
1562055060000,0.00036001,0.00034105,0.00036001,0.00034105,11152.72443182
1562055180000,0.00034001,0.00033999999999999997,0.00034001,0.00033999999999999997,633.98742021
1562058060000,0.00034001,0.00034001,0.00034001,0.00034001,34.0
1562235540000,0.00034248,0.00035993,0.00035993,0.00034248,2384.71240371
1562235600000,0.00036242,0.00037488,0.00037488,0.00036242,4078.3481538
1562298060000,0.00037488,0.00038236,0.00038236,0.00037488,3052.43995707
1562298120000,0.00038485,0.00038734,0.00038734,0.00038485,1529.20332624
1562373480000,0.00038734,0.00038736,0.00038736,0.00038734,1341.57106415
1562373540000,0.00038833,0.00038931,0.00038931,0.00038833,988.37646983
1562379660000,0.00039028,0.00039105,0.00039105,0.00039028,891.64098888
1562379720000,0.00039125,0.00039903,0.00039903,0.00039125,5493.0187627
1562379780000,0.00039947,0.00039947,0.00039947,0.00039947,523.40301681
1562426700000,0.00040368,0.000408,0.000408,0.00040368,3258.5196134400007
1562428860000,0.00041211,0.00041211,0.00041211,0.00041211,73.53962502
1562435460000,0.00041211,0.00041211,0.00041211,0.00041211,248.0
1562447580000,0.00041211,0.00041211,0.00041211,0.00041211,413.57697162
1562447640000,0.00041632,0.00041632,0.00041632,0.00041632,686.42302838
1562485140000,0.00041632,0.00041632,0.00041632,0.00041632,119.26476154
1562592000000,0.00042053,0.00042053,0.00042053,0.00042053,876.25898319
1562592120000,0.00042474,0.00042474,0.00042474,0.00042474,946.83017647
1562592300000,0.0004284,0.00042895,0.00042895,0.0004284,3017.40136975
