time,open,close,high,low,volume
1528996200000,0.00020019,0.0002002,0.0002002,0.00020019,1571.21296372
1528999500000,5.126e-05,5.126e-05,5.126e-05,5.126e-05,3000.0
1528999560000,5.484e-05,5.484e-05,5.484e-05,5.484e-05,13748.50929978
1529000940000,5.135e-05,5.135e-05,5.135e-05,5.135e-05,9423.0
1529003880000,5.317e-05,5.317e-05,5.317e-05,5.317e-05,85.82
1529004660000,7.994e-05,7.994e-05,7.994e-05,7.994e-05,50.0
1529004720000,7.994e-05,7.994e-05,7.994e-05,7.994e-05,10.0
1529004780000,7.994e-05,7.994e-05,7.994e-05,7.994e-05,12.0
1529007300000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,2000.0
1529012820000,5.999e-05,5.999e-05,5.999e-05,5.999e-05,4105.0
1529012940000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,3200.0
1529015160000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,100.0
1529019300000,5.922e-05,5.822e-05,5.922e-05,5.822e-05,400.0
1529043720000,5.822e-05,5.822e-05,5.822e-05,5.822e-05,2500.0
1529044740000,5.999e-05,5.999e-05,5.999e-05,5.999e-05,1390.0
1529045340000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,366.36636637
1529050320000,5.999e-05,5.999e-05,5.999e-05,5.999e-05,790.74929155
1529053320000,5.999e-05,5.999e-05,5.999e-05,5.999e-05,830.35505916
1529058360000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,883.15
1529068020000,5.9999999999999995e-05,5.9999999999999995e-05,5.9999999999999995e-05,5.732e-05,46331.86733363
1529069340000,6.144e-05,6.144e-05,6.144e-05,6.144e-05,820.71712239
1529071320000,5.732e-05,5.632e-05,5.732e-05,5.632e-05,819.8964052700002
1529071380000,6.499e-05,6.499e-05,6.499e-05,6.499e-05,997.8929066
1529081760000,6.499e-05,6.499e-05,6.499e-05,6.499e-05,1624.88044314
1529083560000,6.499e-05,6.499e-05,6.499e-05,6.499e-05,1600.0
1529100600000,5.589e-05,5.589e-05,5.589e-05,5.589e-05,400.78809623
1529135220000,6.01e-05,6.01e-05,6.01e-05,6.01e-05,10000.0
1529140920000,6.3e-05,5.8200000000000005e-05,6.3e-05,5.8200000000000005e-05,1022.68479103
1529142420000,6.399e-05,6.39e-05,6.399e-05,6.39e-05,1000.0
1529142480000,6.39e-05,6.382e-05,6.39e-05,6.382e-05,3000.0
1529142540000,6.381e-05,6.38e-05,6.381e-05,6.38e-05,1500.0
1529142600000,6.35e-05,6.35e-05,6.35e-05,6.35e-05,500.0
1529142720000,6.3e-05,6.299e-05,6.3e-05,6.299e-05,1000.0
1529143320000,6.500000000000001e-05,6.500000000000001e-05,6.500000000000001e-05,6.500000000000001e-05,30640.88945127
1529143500000,6.985e-05,6.905e-05,6.985e-05,6.885e-05,997.49504901
1529143740000,7e-05,7e-05,7e-05,7e-05,42830.84924882
1529143800000,7e-05,7e-05,7e-05,7e-05,7169.15074575
1529143860000,7e-05,7.5e-05,7.5e-05,7e-05,51253.06556291
1529143920000,7.499e-05,7.499e-05,7.499e-05,7.499e-05,47798.10708093
1529143980000,7.499e-05,7.499e-05,7.499e-05,7.499e-05,66874.86211495
1529144940000,0.00010968,0.00010968,0.00010968,0.00010968,500.0
